lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1		Open water	Sediment	Marsh	Marsh sediment	Total	Depth	NH4	N)3	PO4	Adsorbed P	SiO4	Oxygen	Detritus	Humus	Inorganic matter	Diatoms	Green algae	Blue greens	Vegetation	Phragmites	Zooplankton	Zoobethos	Zoop/benth fish	Predatory fish	Mass balance	Hydrology	Inorganic matter	Dry weight	Nitrogen	Phosphorus	Silica	Oxygen	Main module	Transport processes	Abiotic and microbial module	Algal module	Vegetation module	Food web module	Marsh water module	Marsh vegetation module	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	iSensitivity	shortName	Duflow	
"=IF(COUNTBLANK(A274)<1,ROW()-2,-1)"	0	0	0	0	_cQ10RespVeg_	0	0	0	2	2	2	2	=J273=K273	=J273=L273	=J273=M273	Parameter	Vegetation	-1	Temperature_quotient_of_respiration																																														1		cQ10RspV	PARM	
"=IF(COUNTBLANK(A275)<1,ROW()-2,-1)"	0	0	0	0	_kMortVegSum_	_d_^-1	0	0	0.005	0.005	0.005	0.005	=J274=K274	=J274=L274	=J274=M274	Parameter	Vegetation	-1	Vegetation_mortality_rate_in_Spring_and_Summer_(low)																																														1		kMVSum	PARM	
"=IF(COUNTBLANK(A276)<1,ROW()-2,-1)"	0	0	0	0	_fWinVeg_	0	0	0	0.3	0.3	0.3	0.3	=J275=K275	=J275=L275	=J275=M275	Parameter	Vegetation	-1	Fraction_surviving_in_winter																																														1		fWinV	PARM	
"=IF(COUNTBLANK(A277)<1,ROW()-2,-1)"	0	0	0	0	_cDayWinVeg_	_d_	0	0	259	259	259	259	=J276=K276	=J276=L276	=J276=M276	Parameter	Vegetation	-1	End_of_growing_season_=_16_Sep																																														1		cDayWinV	PARM	
"=IF(COUNTBLANK(A278)<1,ROW()-2,-1)"	0	0	0	0	_fDetWMortVeg_	0	0	0	0.1	0.1	0.1	0.1	=J277=K277	=J277=L277	=J277=M277	Parameter	Vegetation	-1	Fraction_of_shoot_mortality_becoming_water_detritus																																														1		fDeWMV	PARM	
"=IF(COUNTBLANK(A279)<1,ROW()-2,-1)"	0	0	0	0	_cPrefVegBird_	0	0	0	1	1	1	1	=J278=K278	=J278=L278	=J278=M278	Parameter	Vegetation	-1	Edibility_for_birds																																														1		cPrfVird	PARM	
"=IF(COUNTBLANK(A280)<1,ROW()-2,-1)"	0	0	0	0	_cVPUptMaxVeg_	_gP_*_gDW_^-1*_d_^-1	0	0	0.01	0.01	0.01	0.01	=J279=K279	=J279=L279	=J279=M279	Parameter	Vegetation	-1	Maximum_P_uptake_capacity_of_vegetation																																														1		cVPUMxV	PARM	
"=IF(COUNTBLANK(A281)<1,ROW()-2,-1)"	0	0	0	0	_cAffPUptVeg_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J280=K280	=J280=L280	=J280=M280	Parameter	Vegetation	-1	Initial_P_uptake_affinity_vegetation																																														1		cAfPUV	PARM	
"=IF(COUNTBLANK(A282)<1,ROW()-2,-1)"	0	0	0	0	_cPDVegMin_	_gP_*_gDW_^-1	0	0	0.0008	0.0008	0.0008	0.0008	=J281=K281	=J281=L281	=J281=M281	Parameter	Vegetation	-1	Minimum_P/day_ratio_vegetation																																														1		cPDVMn	PARM	
"=IF(COUNTBLANK(A283)<1,ROW()-2,-1)"	0	0	0	0	_cPDVegMax_	_gP_*_gDW_^-1	0	0	0.0035	0.0035	0.0035	0.0035	=J282=K282	=J282=L282	=J282=M282	Parameter	Vegetation	-1	Maximum_P/day_ratio_vegetation																																														1		cPDVMx	PARM	
"=IF(COUNTBLANK(A284)<1,ROW()-2,-1)"	0	0	0	0	_cVNUptMaxVeg_	_gN_*_gDW_^-1*_d_^-1	0	0	0.1	0.1	0.1	0.1	=J283=K283	=J283=L283	=J283=M283	Parameter	Vegetation	-1	Maximum_N_uptake_capacity_of_vegetation																																														1		cVNUMxV	PARM	
"=IF(COUNTBLANK(A285)<1,ROW()-2,-1)"	0	0	0	0	_cAffNUptVeg_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J284=K284	=J284=L284	=J284=M284	Parameter	Vegetation	-1	Initial_N_uptake_affinity_vegetation																																														1		cAfNUV	PARM	
"=IF(COUNTBLANK(A286)<1,ROW()-2,-1)"	0	0	0	0	_cNDVegMin_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J285=K285	=J285=L285	=J285=M285	Parameter	Vegetation	-1	Minimum_N/day_ratio_vegetation																																														1		cNDVMn	PARM	
"=IF(COUNTBLANK(A287)<1,ROW()-2,-1)"	0	0	0	0	_cNDVegMax_	_gN_*_gDW_^-1	0	0	0.035	0.035	0.035	0.035	=J286=K286	=J286=L286	=J286=M286	Parameter	Vegetation	-1	Maximum_N/day_ratio_vegetation																																														1		cNDVMx	PARM	
"=IF(COUNTBLANK(A288)<1,ROW()-2,-1)"	0	0	0	0	_cPACoefMin_	0	0	0	1.5	1.5	1.5	1.5	=J287=K287	=J287=L287	=J287=M287	Parameter	Algae	-1	Minimum_Poole-Atkins_coefficient																																														1		cPACofMn	PARM	
"=IF(COUNTBLANK(A289)<1,ROW()-2,-1)"	0	0	0	0	_cPACoefMax_	0	0	0	2.5	2.5	2.5	2.5	=J288=K288	=J288=L288	=J288=M288	Parameter	Algae	-1	Maximum_Poole-Atkins_coefficient																																														1		cPACofMx	PARM	
"=IF(COUNTBLANK(A290)<1,ROW()-2,-1)"	0	0	0	0	_hPACoef_	_gDW_*_m_^-3	0	0	3	3	3	3	=J289=K289	=J289=L289	=J289=M289	Parameter	Algae	-1	Decrease_constant_for_PA_coeff_with_DOMW																																														1		hPACoef	PARM	
"=IF(COUNTBLANK(A291)<1,ROW()-2,-1)"	0	0	0	0	_cSecchiPlus_	_m_	0	0	0	0	0	0	=J290=K290	=J290=L290	=J290=M290	Parameter	Algae	-1	Maximum_Secchi_depth_above_water_depth																																														1		cSechlus	PARM	
"=IF(COUNTBLANK(A292)<1,ROW()-2,-1)"	0	0	0	0	_cEuph_	0	0	0	1.7	1.7	1.7	1.7	=J291=K291	=J291=L291	=J291=M291	Parameter	Algae	-1	Conversion_constant_Secchi_depth_->_euphotic_depth																																														1		cEuph	PARM	
"=IF(COUNTBLANK(A293)<1,ROW()-2,-1)"	0	0	0	0	_cCovSpPhyt_	_gDW_^-1*_m_^2	0	0	2	2	2	2	=J292=K292	=J292=L292	=J292=M292	Parameter	Algae	-1	Specific_coverage_Tentative																																														1		cCovSpP	PARM	
"=IF(COUNTBLANK(A294)<1,ROW()-2,-1)"	0	0	0	0	_cTmOptLoss_	_oC_	0	0	25	25	25	25	=J293=K293	=J293=L293	=J293=M293	Parameter	Algae	-1	Optimum_temp_for_grazing																																														1		cTmptoss	PARM	
"=IF(COUNTBLANK(A295)<1,ROW()-2,-1)"	0	0	0	0	_cSigTmLoss_	_oC_	0	0	13	13	13	13	=J294=K294	=J294=L294	=J294=M294	Parameter	Algae	-1	Temperature_constant_of_grazing(sigma_in_Gaussian_curve)																																														1		cSiTmoss	PARM	
"=IF(COUNTBLANK(A296)<1,ROW()-2,-1)"	0	0	0	0	_fDissMortPhyt_	0	0	0	0.2	0.2	0.2	0.2	=J295=K295	=J295=L295	=J295=M295	Parameter	Algae	-1	Soluble_nutrient_fraction_of_died_Algae																																														1		fDissMP	PARM	
"=IF(COUNTBLANK(A297)<1,ROW()-2,-1)"	0	0	0	0	_fDissLoss_	0	0	0	0.25	0.25	0.25	0.25	=J296=K296	=J296=L296	=J296=M296	Parameter	Algae	-1	Dissolved_nutrient_fraction_of_grazing_loss																																														1		fDissoss	PARM	
"=IF(COUNTBLANK(A298)<1,ROW()-2,-1)"	0	0	0	0	_cMuMaxDiat_	_d_^-1	0	0	2	2	2	2	=J297=K297	=J297=L297	=J297=M297	Parameter	Diatoms	-1	Maximum_growth_rate_Diatoms																																														1		cMuMxDi	PARM	
"=IF(COUNTBLANK(A299)<1,ROW()-2,-1)"	0	0	0	0	_cTmOptDiat_	_oC_	0	0	18	18	18	18	=J298=K298	=J298=L298	=J298=M298	Parameter	Diatoms	-1	Optimum_temp_diatoms																																														1		cTmOptDi	PARM	
"=IF(COUNTBLANK(A300)<1,ROW()-2,-1)"	0	0	0	0	_cSigTmDiat_	_oC_	0	0	20	20	20	20	=J299=K299	=J299=L299	=J299=M299	Parameter	Diatoms	-1	Temperature_constant_diatoms(sigma_in_Gaussian_curve)																																														1		cSigTmDi	PARM	
"=IF(COUNTBLANK(A301)<1,ROW()-2,-1)"	0	0	0	0	_cExtSpDiat_	_m_^2*_gDW_^-1	0	0	0.25	0.25	0.25	0.25	=J300=K300	=J300=L300	=J300=M300	Parameter	Diatoms	-1	Specific_extinction_Diatoms																																														1		cExtSpDi	PARM	
"=IF(COUNTBLANK(A302)<1,ROW()-2,-1)"	0	0	0	0	_UseSteeleDiat_	0	0	0	1	1	1	1	=J301=K301	=J301=L301	=J301=M301	Parameter	Diatoms	-1	Flag_1_=_use_Steele_function0_=_use_Lehman_function																																														1		UseteeDi	PARM	
"=IF(COUNTBLANK(A303)<1,ROW()-2,-1)"	0	0	0	0	_cLOptRefDiat_	_J_*_s_^-1*_m_^-2	0	0	54	54	54	54	=J302=K302	=J302=L302	=J302=M302	Parameter	Diatoms	-1	Optimum_PAR_for_Diatoms_at_20_oC(Steele_function)																																														1		cLOtRfDi	PARM	
"=IF(COUNTBLANK(A304)<1,ROW()-2,-1)"	0	0	0	0	_hLRefDiat_	_J_*_s_^-1*_m_^-2	0	0	1000	1000	1000	1000	=J303=K303	=J303=L303	=J303=M303	Parameter	Diatoms	-1	Half-sat_PAR_at_20_oC(Lehmann_function)_Fake_value																																														1		hLRefDi	PARM	
"=IF(COUNTBLANK(A305)<1,ROW()-2,-1)"	0	0	0	0	_cChDDiatMin_	_gChl_*_gDW_^-1	0	0	0.004	0.004	0.004	0.004	=J304=K304	=J304=L304	=J304=M304	Parameter	Diatoms	-1	Min_chlorophyll/C_ratio_Diatoms																																														1		cChDDiMn	PARM	
"=IF(COUNTBLANK(A306)<1,ROW()-2,-1)"	0	0	0	0	_cChDDiatMax_	_gChl_*_gDW_^-1	0	0	0.012	0.012	0.012	0.012	=J305=K305	=J305=L305	=J305=M305	Parameter	Diatoms	-1	Max_chlorophyll/C_ratio_Diatoms																																														1		cChDDiMx	PARM	
"=IF(COUNTBLANK(A307)<1,ROW()-2,-1)"	0	0	0	0	_kDRespDiat_	_d_^-1	0	0	0.1	0.1	0.1	0.1	=J306=K306	=J306=L306	=J306=M306	Parameter	Diatoms	-1	Maintenance_respiration_constant_diatoms(=_005_*_MuMax)																																														1		kDRespDi	PARM	
"=IF(COUNTBLANK(A308)<1,ROW()-2,-1)"	0	0	0	0	_kLossDiat_	_d_^-1	0	0	0.25	0.25	0.25	0.25	=J307=K307	=J307=L307	=J307=M307	Parameter	Diatoms	-1	Grazing_loss_rate_for_Diatoms																																														1		kLossDi	PARM	
"=IF(COUNTBLANK(A309)<1,ROW()-2,-1)"	0	0	0	0	_kMortDiatW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	=J308=K308	=J308=L308	=J308=M308	Parameter	Diatoms	-1	Mortality_constant_of_Diatoms_in_water																																														1		kMDiW	PARM	
"=IF(COUNTBLANK(A310)<1,ROW()-2,-1)"	0	0	0	0	_kMortDiatS_	_d_^-1	0	0	0.05	0.05	0.05	0.05	=J309=K309	=J309=L309	=J309=M309	Parameter	Diatoms	-1	Mortality_constant_of_sed_Diatoms																																														1		kMDiS	PARM	
"=IF(COUNTBLANK(A311)<1,ROW()-2,-1)"	0	0	0	0	_cVSetDiat_	_m_*_d_^-1	0	0	0.5	0.5	0.5	0.5	=J310=K310	=J310=L310	=J310=M310	Parameter	Diatoms	-1	Sedimentation_velocity_Diatoms																																														1		cVSetDi	PARM	
"=IF(COUNTBLANK(A312)<1,ROW()-2,-1)"	0	0	0	0	_cVPUptMaxDiat_	_gP_*_gDW_^-1*_d_^-1	0	0	0.01	0.01	0.01	0.01	=J311=K311	=J311=L311	=J311=M311	Parameter	Diatoms	-1	Maximum_P_uptake_capacity_of_Diatoms																																														1		cVPUMxDi	PARM	
"=IF(COUNTBLANK(A313)<1,ROW()-2,-1)"	0	0	0	0	_cAffPUptDiat_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J312=K312	=J312=L312	=J312=M312	Parameter	Diatoms	-1	Initial_P_uptake_affinity_Diatoms																																														1		cAfPUDi	PARM	
"=IF(COUNTBLANK(A314)<1,ROW()-2,-1)"	0	0	0	0	_cPDDiatMin_	_gP_*_gDW_^-1	0	0	0.0005	0.0005	0.0005	0.0005	=J313=K313	=J313=L313	=J313=M313	Parameter	Diatoms	-1	Minimum_P/day_ratio_Diatoms																																														1		cPDDiMn	PARM	
"=IF(COUNTBLANK(A315)<1,ROW()-2,-1)"	0	0	0	0	_cPDDiatMax_	_gP_*_gDW_^-1	0	0	0.005	0.005	0.005	0.005	=J314=K314	=J314=L314	=J314=M314	Parameter	Diatoms	-1	Max_P/day_ratio_Diatoms																																														1		cPDDiMx	PARM	
"=IF(COUNTBLANK(A316)<1,ROW()-2,-1)"	0	0	0	0	_cVNUptMaxDiat_	_gN_*_gDW_^-1*_d_^-1	0	0	0.07	0.07	0.07	0.07	=J315=K315	=J315=L315	=J315=M315	Parameter	Diatoms	-1	Maximum_N_uptake_capacity_of_Diatoms																																														1		cVNUMxDi	PARM	
"=IF(COUNTBLANK(A317)<1,ROW()-2,-1)"	0	0	0	0	_cAffNUptDiat_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J316=K316	=J316=L316	=J316=M316	Parameter	Diatoms	-1	Initial_N_uptake_affinity_Diatoms																																														1		cAfNUDi	PARM	
"=IF(COUNTBLANK(A318)<1,ROW()-2,-1)"	0	0	0	0	_cNDDiatMin_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J317=K317	=J317=L317	=J317=M317	Parameter	Diatoms	-1	Minimum_N/day_ratio_Diatoms																																														1		cNDDiMn	PARM	
"=IF(COUNTBLANK(A319)<1,ROW()-2,-1)"	0	0	0	0	_cNDDiatMax_	_gN_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	=J318=K318	=J318=L318	=J318=M318	Parameter	Diatoms	-1	Max_N/day_ratio_Diatoms																																														1		cNDDiMx	PARM	
"=IF(COUNTBLANK(A320)<1,ROW()-2,-1)"	0	0	0	0	_hSiAssDiat_	_gSi_*_m_^-3	0	0	0.09	0.09	0.09	0.09	=J319=K319	=J319=L319	=J319=M319	Parameter	Diatoms	-1	Half_sat_Si_for_diatoms																																														1		hSiAssDi	PARM	
"=IF(COUNTBLANK(A321)<1,ROW()-2,-1)"	0	0	0	0	_cMuMaxGren_	_d_^-1	0	0	1.5	1.5	1.5	1.5	=J320=K320	=J320=L320	=J320=M320	Parameter	Green_algae	-1	Maximum_growth_rate_greens																																														1		cMuMxren	PARM	
"=IF(COUNTBLANK(A322)<1,ROW()-2,-1)"	0	0	0	0	_cTmOptGren_	_oC_	0	0	25	25	25	25	=J321=K321	=J321=L321	=J321=M321	Parameter	Green_algae	-1	Optimum_temp_of_greens																																														1		cTmptren	PARM	
"=IF(COUNTBLANK(A323)<1,ROW()-2,-1)"	0	0	0	0	_cSigTmGren_	_oC_	0	0	15	15	15	15	=J322=K322	=J322=L322	=J322=M322	Parameter	Green_algae	-1	Temperature_constant_greens(sigma_in_Gaussian_curve)																																														1		cSiTmren	PARM	
"=IF(COUNTBLANK(A324)<1,ROW()-2,-1)"	0	0	0	0	_cExtSpGren_	_m_^2*_gDW_^-1	0	0	0.25	0.25	0.25	0.25	=J323=K323	=J323=L323	=J323=M323	Parameter	Green_algae	-1	Specific_extinction_greens																																														1		cExSpren	PARM	
"=IF(COUNTBLANK(A325)<1,ROW()-2,-1)"	0	0	0	0	_UseSteeleGren_	0	0	0	0	0	0	0	=J324=K324	=J324=L324	=J324=M324	Parameter	Green_algae	-1	Flag_1_=_use_Steele_function0_=_use_Lehman_function																																														1		Useeeren	PARM	
"=IF(COUNTBLANK(A326)<1,ROW()-2,-1)"	0	0	0	0	_hLRefGren_	_J_*_s_^-1*_m_^-2	0	0	17	17	17	17	=J325=K325	=J325=L325	=J325=M325	Parameter	Green_algae	-1	Half-sat_PAR_for_green_algae_at_20_oC(Lehmann_function)																																														1		hLRefren	PARM	
"=IF(COUNTBLANK(A327)<1,ROW()-2,-1)"	0	0	0	0	_cLOptRefGren_	_J_*_s_^-1*_m_^-2	0	0	1000	1000	1000	1000	=J326=K326	=J326=L326	=J326=M326	Parameter	Green_algae	-1	Optimum_PAR_at_20_oC(Steele_function)_Fake_value																																														1		cLOReren	PARM	
"=IF(COUNTBLANK(A328)<1,ROW()-2,-1)"	0	0	0	0	_cChDGrenMin_	_gChl_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J327=K327	=J327=L327	=J327=M327	Parameter	Green_algae	-1	Min_chlorophyll/C_ratio_greens																																														1		cChGrnMn	PARM	
"=IF(COUNTBLANK(A329)<1,ROW()-2,-1)"	0	0	0	0	_cChDGrenMax_	_gChl_*_gDW_^-1	0	0	0.02	0.02	0.02	0.02	=J328=K328	=J328=L328	=J328=M328	Parameter	Green_algae	-1	Max_chlorophyll/C_ratio_greens																																														1		cChGrnMx	PARM	
"=IF(COUNTBLANK(A330)<1,ROW()-2,-1)"	0	0	0	0	_kDRespGren_	_d_^-1	0	0	0.075	0.075	0.075	0.075	=J329=K329	=J329=L329	=J329=M329	Parameter	Green_algae	-1	Maintenance_respiration_constant_greens(=_005_*_MuMax)																																														1		kDRspren	PARM	
"=IF(COUNTBLANK(A331)<1,ROW()-2,-1)"	0	0	0	0	_kLossGren_	_d_^-1	0	0	0.25	0.25	0.25	0.25	=J330=K330	=J330=L330	=J330=M330	Parameter	Green_algae	-1	Grazing_loss_rate_for_greens																																														1		kLossren	PARM	
"=IF(COUNTBLANK(A332)<1,ROW()-2,-1)"	0	0	0	0	_kMortGrenW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	=J331=K331	=J331=L331	=J331=M331	Parameter	Green_algae	-1	Mortality_constant_of_Diatoms_in_water																																														1		kMGrenW	PARM	
"=IF(COUNTBLANK(A333)<1,ROW()-2,-1)"	0	0	0	0	_kMortGrenS_	_d_^-1	0	0	0.05	0.05	0.05	0.05	=J332=K332	=J332=L332	=J332=M332	Parameter	Green_algae	-1	Mortality_constant_greens																																														1		kMGrenS	PARM	
"=IF(COUNTBLANK(A334)<1,ROW()-2,-1)"	0	0	0	0	_cVSetGren_	_m_*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J333=K333	=J333=L333	=J333=M333	Parameter	Green_algae	-1	Sedimentation_velocity_of_greens																																														1		cVSetren	PARM	
"=IF(COUNTBLANK(A335)<1,ROW()-2,-1)"	0	0	0	0	_cVPUptMaxGren_	_gP_*_gDW_^-1*_d_^-1	0	0	0.01	0.01	0.01	0.01	=J334=K334	=J334=L334	=J334=M334	Parameter	Green_algae	-1	Maximum_P_uptake_capacity_of_greens																																														1		cVPMxren	PARM	
"=IF(COUNTBLANK(A336)<1,ROW()-2,-1)"	0	0	0	0	_cAffPUptGren_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J335=K335	=J335=L335	=J335=M335	Parameter	Green_algae	-1	Initial_P_uptake_affinity_greens																																														1		cAfPUren	PARM	
"=IF(COUNTBLANK(A337)<1,ROW()-2,-1)"	0	0	0	0	_cPDGrenMin_	_gP_*_gDW_^-1	0	0	0.0015	0.0015	0.0015	0.0015	=J336=K336	=J336=L336	=J336=M336	Parameter	Green_algae	-1	Minimum_P/day_ratio_greens																																														1		cPDGrnMn	PARM	
"=IF(COUNTBLANK(A338)<1,ROW()-2,-1)"	0	0	0	0	_cPDGrenMax_	_gP_*_gDW_^-1	0	0	0.015	0.015	0.015	0.015	=J337=K337	=J337=L337	=J337=M337	Parameter	Green_algae	-1	Max_P/day_ratio_greens																																														1		cPDGrnMx	PARM	
"=IF(COUNTBLANK(A339)<1,ROW()-2,-1)"	0	0	0	0	_cVNUptMaxGren_	_gN_*_gDW_^-1*_d_^-1	0	0	0.07	0.07	0.07	0.07	=J338=K338	=J338=L338	=J338=M338	Parameter	Green_algae	-1	Maximum_N_uptake_capacity_of_greens																																														1		cVNMxren	PARM	
"=IF(COUNTBLANK(A340)<1,ROW()-2,-1)"	0	0	0	0	_cAffNUptGren_	_m_^3*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J339=K339	=J339=L339	=J339=M339	Parameter	Green_algae	-1	Initial_N_uptake_affinity_greens																																														1		cAfNUren	PARM	
"=IF(COUNTBLANK(A341)<1,ROW()-2,-1)"	0	0	0	0	_cNDGrenMin_	_gN_*_gDW_^-1	0	0	0.02	0.02	0.02	0.02	=J340=K340	=J340=L340	=J340=M340	Parameter	Green_algae	-1	Minimum_N/day_ratio_greens																																														1		cNDGrnMn	PARM	
"=IF(COUNTBLANK(A342)<1,ROW()-2,-1)"	0	0	0	0	_cNDGrenMax_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J341=K341	=J341=L341	=J341=M341	Parameter	Green_algae	-1	Max_N/day_ratio_greens																																														1		cNDGrnMx	PARM	
"=IF(COUNTBLANK(A343)<1,ROW()-2,-1)"	0	0	0	0	_hSiAssGren_	_gSi_*_m_^-3	0	0	0	0	0	0	=J342=K342	=J342=L342	=J342=M342	Parameter	Green_algae	-1	Half-sat_Si_conc_for_growth_of_green_algae_=_0																																														1		hSissren	PARM	
"=IF(COUNTBLANK(A344)<1,ROW()-2,-1)"	0	0	0	0	_cMuMaxBlue_	_d_^-1	0	0	0.6	0.6	0.6	0.6	=J343=K343	=J343=L343	=J343=M343	Parameter	Blue_algae	-1	Maximum_growth_rate_Bluegreens																																														1		cMuMxlue	PARM	
"=IF(COUNTBLANK(A345)<1,ROW()-2,-1)"	0	0	0	0	_cTmOptBlue_	_oC_	0	0	25	25	25	25	=J344=K344	=J344=L344	=J344=M344	Parameter	Blue_algae	-1	Optimum_temp_blue-greens																																														1		cTmptlue	PARM	
"=IF(COUNTBLANK(A346)<1,ROW()-2,-1)"	0	0	0	0	_cSigTmBlue_	_oC_	0	0	12	12	12	12	=J345=K345	=J345=L345	=J345=M345	Parameter	Blue_algae	-1	Temperature_constant_blue-greens(sigma_in_Gaussian_curve)																																														1		cSiTmlue	PARM	
"=IF(COUNTBLANK(A347)<1,ROW()-2,-1)"	0	0	0	0	_cExtSpBlue_	_m_^2*_gDW_^-1	0	0	0.35	0.35	0.35	0.35	=J346=K346	=J346=L346	=J346=M346	Parameter	Blue_algae	-1	Specific_extinction_Bluegreens																																														1		cExSplue	PARM	
"=IF(COUNTBLANK(A348)<1,ROW()-2,-1)"	0	0	0	0	_UseSteeleBlue_	0	0	0	1	1	1	1	=J347=K347	=J347=L347	=J347=M347	Parameter	Blue_algae	-1	Flag_1_=_use_Steele_function0_=_use_Lehman_function																																														1		Useeelue	PARM	
"=IF(COUNTBLANK(A349)<1,ROW()-2,-1)"	0	1	0	0	_cLOptRefBlue_	_J_*_s_^-1*_m_^-2	0	0	13.6	13.6	13.6	13.6	=J348=K348	=J348=L348	=J348=M348	Parameter	Blue_algae	-1	Optimum_PAR_for_blue-greens_at_20_oC(Steele_function)																																														1		cLORelue	PARM	
"=IF(COUNTBLANK(A350)<1,ROW()-2,-1)"	0	0	0	0	_hLRefBlue_	_J_*_s_^-1*_m_^-2	0	0	1000	1000	1000	1000	=J349=K349	=J349=L349	=J349=M349	Parameter	Blue_algae	-1	Half-sat_PAR_at_20_oC(Lehmann_function)_Fake_value																																														1		hLReflue	PARM	
"=IF(COUNTBLANK(A351)<1,ROW()-2,-1)"	0	0	0	0	_cChDBlueMin_	_gChl_*_gDW_^-1	0	0	0.005	0.005	0.005	0.005	=J350=K350	=J350=L350	=J350=M350	Parameter	Blue_algae	-1	Min_chlorophyll/C_ratio_Bluegreens																																														1		cChBleMn	PARM	
"=IF(COUNTBLANK(A352)<1,ROW()-2,-1)"	0	0	0	0	_cChDBlueMax_	_gChl_*_gDW_^-1	0	0	0.015	0.015	0.015	0.015	=J351=K351	=J351=L351	=J351=M351	Parameter	Blue_algae	-1	Max_chlorophyll/C_ratio_Bluegreens																																														1		cChBleMx	PARM	
"=IF(COUNTBLANK(A353)<1,ROW()-2,-1)"	0	0	0	0	_cCyDBlueMin_	_gChl_*_gDW_^-1	0	0	0.004	0.004	0.004	0.004	=J352=K352	=J352=L352	=J352=M352	Parameter	Blue_algae	-1	Min_c-phycocyanin/C_ratio_Bluegreens																																														1		cCyBleMn	PARM	
"=IF(COUNTBLANK(A354)<1,ROW()-2,-1)"	0	0	0	0	_cCyDBlueMax_	_gChl_*_gDW_^-1	0	0	0.06	0.06	0.06	0.06	=J353=K353	=J353=L353	=J353=M353	Parameter	Blue_algae	-1	Max_c-phycocyanin/C_ratio_Bluegreens																																														1		cCyBleMx	PARM	
"=IF(COUNTBLANK(A355)<1,ROW()-2,-1)"	0	0	0	0	_kDRespBlue_	_d_^-1	0	0	0.03	0.03	0.03	0.03	=J354=K354	=J354=L354	=J354=M354	Parameter	Blue_algae	-1	Maintenance_respiration_constant_blue-greens(=_005_*_MuMax)																																														1		kDRsplue	PARM	
"=IF(COUNTBLANK(A356)<1,ROW()-2,-1)"	0	0	0	0	_kLossBlue_	_d_^-1	0	0	0.03	0.03	0.03	0.03	=J355=K355	=J355=L355	=J355=M355	Parameter	Blue_algae	-1	Grazing_loss_rate_for_Blue-greens																																														1		kLosslue	PARM	
"=IF(COUNTBLANK(A357)<1,ROW()-2,-1)"	0	0	0	0	_kMortBlueW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	=J356=K356	=J356=L356	=J356=M356	Parameter	Blue_algae	-1	Mortality_constant_of_blue-greens_in_water																																														1		kMBlueW	PARM	
"=IF(COUNTBLANK(A358)<1,ROW()-2,-1)"	0	0	0	0	_kMortBlueS_	_d_^-1	0	0	0.2	0.2	0.2	0.2	=J357=K357	=J357=L357	=J357=M357	Parameter	Blue_algae	-1	Mortality_constant_Bluegreens																																														1		kMBlueS	PARM	
"=IF(COUNTBLANK(A359)<1,ROW()-2,-1)"	0	1	0	0	_cDepthSurf_	_m_	0	0	0.01	0.01	0.01	0.01	=J358=K358	=J358=L358	=J358=M358	Parameter	Blue_algae	-1	Assumed_depth_of_surface_layer																																														0		cDepthSurf	dummy	
"=IF(COUNTBLANK(A360)<1,ROW()-2,-1)"	0	1	0	0	_cDBlueSurfMin_	_gDW_*_m_^-2	0	0	0.00001	0.00001	0.00001	0.00001	=J359=K359	=J359=L359	=J359=M359	Parameter	Blue_algae	-1	Minimum_biomass_of_BlueGreens_in_surface																																														0		cDBlueSurfMin	dummy	
"=IF(COUNTBLANK(A361)<1,ROW()-2,-1)"	0	1	0	0	_cStepPow_	0	0	0	20	20	20	20	=J360=K360	=J360=L360	=J360=M360	Parameter	Floating	-1	Power_constant_for_step_function																																														0		cStepPow	PARM	
"=IF(COUNTBLANK(A362)<1,ROW()-2,-1)"	0	1	0	0	_cChlaThrBlue_	_mgChl_*_m_^-3	0	0	10	10	10	10	=J361=K361	=J361=L361	=J361=M361	Parameter	Floating	-1	Floating_velocity_Blue-greens																																														0		cVSetlue	PARM	
