Type Id Name Set0 Set1 Set2 Set3 Rel0-1 Rel0-2 Rel0-3 Dif0-1 Dif0-2 Dif0-3
Parameter 168 _fDOrgSoil_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 169 _cPDSoilOM_ 0.001 0.001 0.001 0.001 0 0 0 0 0 0
Parameter 170 _cNDSoilOM_ 0.01 0.01 0.01 0.01 0 0 0 0 0 0
Parameter 171 _cPO4Ground_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 172 _cNH4Ground_ 1 1 1 1 0 0 0 0 0 0
Parameter 173 _cNO3Ground_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 174 _cDepthS_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 175 _cCPerDW_ 0.4 0.4 0.4 0.4 0 0 0 0 0 0
Parameter 176 _cRhoIM_ 2.5e+006 2.5e+006 2.5e+006 2.5e+006 0 0 0 0 0 0
Parameter 177 _cRhoOM_ 1.4e+006 1.4e+006 1.4e+006 1.4e+006 0 0 0 0 0 0
Parameter 178 _cTmRef_ 20 20 20 20 0 0 0 0 0 0
Parameter 179 _cAerRoot_ 0.727 0.727 0.727 0.727 0 0 0 0 0 0
Parameter 180 _cAerLin_ -0.371 -0.371 -0.371 -0.371 0 0 0 0 0 0
Parameter 181 _cAerSquare_ 0.0376 0.0376 0.0376 0.0376 0 0 0 0 0 0
Parameter 182 _cThetaAer_ 1.024 1.024 1.024 1.024 0 0 0 0 0 0
Parameter 183 _cVSetIM_ 1 1 1 1 0 0 0 0 0 0
Parameter 184 _cVSetDet_ 0.25 0.25 0.25 0.25 0 0 0 0 0 0
Parameter 185 _cThetaSet_ 1.01 1.01 1.01 1.01 0 0 0 0 0 0
Parameter 186 _cSuspMin_ 6.1 6.1 6.1 6.1 0 0 0 0 0 0
Parameter 187 _cSuspMax_ 25.2 25.2 25.2 25.2 0 0 0 0 0 0
Parameter 188 _cSuspSlope_ 2.1 2.1 2.1 2.1 0 0 0 0 0 0
Parameter 189 _hDepthSusp_ 2 2 2 2 0 0 0 0 0 0
